Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,osm_id,highway,waterway,covered,depth_isempty,depth,blockage,aerialway,barrier,man_made,width_isempty,width,height,maxheight,layer_isempty,layer,sidewalk,tunnel,bridge,other_tags
,,,,,,-1,-1,-1,,,363021986,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363021987,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363021988,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363021989,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363022443,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363022820,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363023778,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363024936,,ditch,no,0,0.5,dirt,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363024955,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363024957,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363026200,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363026201,residential,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363026202,footway,,,1,-1,,,,,0,3,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363054295,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363054296,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363055672,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363059431,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363059432,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363059644,,drain,no,0,0.5,concrete,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363059645,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363059646,,drain,yes,0,0.5,concrete,,,,0,0.5,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363059647,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363069769,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363070248,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363070412,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363070712,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363076170,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363076260,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363076261,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363077428,unclassified,,,1,-1,,,,,0,3,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363077429,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363079692,unclassified,,,1,-1,,,,,0,3.5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363080014,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363080016,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363081349,,drain,yes,0,0.5,no,,,,0,0.6,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363081555,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363082425,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363082426,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363082427,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363082428,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363082872,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363083108,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363083109,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363083922,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363084253,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363084254,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363084255,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363084679,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Morogoro Road,,,,,,-1,-1,-1,,,363084719,primary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"",""ref""=>""T1"""
,,,,,,-1,-1,-1,,,363085415,,drain,yes,0,1,no,,,,0,1.5,,,0,-1,,,,
,,,,,,-1,-1,-1,,,363088095,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363088096,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363088097,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363088098,,,,1,-1,,,wall,,1,-1,2,,1,-1,,,,
,,,,,,-1,-1,-1,,,363088125,,drain,yes,0,0.2,dirt,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""0.2"""
,,,,,,-1,-1,-1,,,363088127,,drain,no,0,0.5,,,,,0,0.4,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363088128,,drain,yes,0,0.2,dirt,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""0.2"""
,,,,,,-1,-1,-1,,,363088129,,drain,yes,0,0.2,dirt,,,,0,0.5,,,0,-1,,culvert,,"""diameter""=>""0.2"""
,,,,,,-1,-1,-1,,,363088130,,drain,no,0,0.2,dirt,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363088131,,drain,no,0,0.2,dirt,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363088132,,drain,no,0,0.2,dirt,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363091541,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""very_bad"",""surface""=>""Unpaved"""
,,,,,,-1,-1,-1,,,363092147,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363093834,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363096319,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363096320,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363096321,,drain,no,0,0.5,dirt,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363097102,,drain,yes,0,1,concrete,,,,0,1,,,0,-1,,culvert,,"""diameter""=>""1"""
,,,,,,-1,-1,-1,,,363097940,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363099199,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363099202,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363099205,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363101296,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363102000,footway,,,1,-1,,,,,0,4,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363102001,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363102002,footway,,,1,-1,,,,,0,4,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363102003,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363102004,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363103122,,drain,no,0,0.5,rubbish,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363103427,footway,,,1,-1,,,,,0,2.5,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363103430,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363103432,,ditch,no,0,0.3,no,,,,0,0.4,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363105179,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,,,"""diameter""=>""2"""
,,,,,,-1,-1,-1,,,363105523,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363105524,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363105525,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363105526,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363105527,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363105528,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363105529,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363106757,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363106758,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363106759,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363106760,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363106761,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363106762,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363106763,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363106764,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363107742,,drain,yes,1,-1,no,,,,1,-1,,,0,-1,,,,"""diameter""=>""1"""
,,,,,,-1,-1,-1,,,363109294,,drain,no,0,1,rubbish,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363109295,,drain,yes,0,1,rubbish,,,,0,1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363109296,,drain,yes,0,1,rubbish,,,,0,1,,,0,-1,,culvert,,"""diameter""=>""1"""
,,,,,,-1,-1,-1,,,363109297,,drain,yes,0,1,rubbish,,,,0,1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363109298,,drain,no,0,1,rubbish,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363109299,,drain,yes,0,1,rubbish,,,,0,1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363109300,,drain,yes,0,0.5,dirt,,,,0,1,,,0,-1,,culvert,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,363109301,,drain,yes,0,1,rubbish,,,,0,1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363109302,,drain,yes,0,1,rubbish,,,,0,1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363109303,,drain,yes,0,1,rubbish,,,,0,1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363109304,,drain,no,0,1,rubbish,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363109305,,drain,yes,0,1,rubbish,,,,0,1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363109306,,drain,no,0,1,rubbish,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363109307,,drain,yes,0,1,rubbish,,,,0,1,,,0,-1,,culvert,,
,,,,,,-1,-1,-1,,,363109308,,drain,no,0,1,rubbish,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363109309,,drain,no,0,1,rubbish,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363109310,,drain,no,0,1,rubbish,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363109311,,drain,no,0,1,rubbish,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363109312,,drain,no,0,1,rubbish,,,,0,1,,,1,-1,,,,
China,,,,,,-1,-1,-1,,,363109620,,drain,yes,1,-1,,,,,1,-1,,,0,-1,,culvert,,
China,,,,,,-1,-1,-1,,,363109621,,river,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363109622,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363109623,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363110717,unclassified,,,1,-1,,,,,0,4,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363110718,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363110719,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363110720,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363110721,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363110722,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363110737,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363110738,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363111564,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363111753,,drain,no,0,0.8,,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363111755,,drain,no,0,0.4,dirty,,,,0,0.9,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363111756,,drain,no,0,0.5,yes,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363111757,,drain,no,0,0.8,,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363111758,,drain,no,0,0.5,dirt,,,,0,1,,,0,-1,,,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,363111759,,drain,no,0,1,,,,,0,1.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363111760,,drain,no,0,0.8,yes,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363111761,,drain,no,0,0.4,yes,,,,0,0.9,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363111762,,drain,no,0,0.5,yes,,,,0,1,,,0,-1,,,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,363111763,,drain,no,0,0.5,yes,,,,0,1,,,0,-1,,,,"""diameter""=>""0.5"""
,,,,,,-1,-1,-1,,,363113187,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363113500,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363113504,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363113804,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363113969,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363114007,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363114775,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363114776,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363115220,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""very_bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363115639,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""very_bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363115797,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363115800,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363115806,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363115809,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363115812,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363115816,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363115818,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363115847,,drain,no,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363116223,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363116225,footway,,,1,-1,,,,,0,3,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363116226,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363116227,,ditch,no,0,0.3,dirt,,,,0,0.5,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363116815,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118053,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118054,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118055,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118056,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118057,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118058,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118059,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118060,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118061,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118062,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118063,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118064,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118281,residential,,,1,-1,,,,,0,3,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118282,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118283,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118284,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363118285,footway,,,1,-1,,,,,0,1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363119884,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363121155,footway,,,1,-1,,,,,1,-1,,,0,1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363122380,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363122381,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363122382,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363122383,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363122384,,ditch,no,1,-1,no,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363122386,,ditch,no,1,-1,no,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363122387,,ditch,no,0,0.2,no,,,,0,0.2,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363122388,,ditch,no,1,-1,no,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363123061,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363124679,,ditch,no,1,-1,no,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363124695,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""concrete"""
,,,,,,-1,-1,-1,,,363124907,,drain,no,0,0.8,no,,,,0,0.6,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363125189,,drain,no,1,-1,no,,,,1,-1,,,1,-1,,,,
Haile Selassie Road,,,,,,-1,-1,-1,,,363125770,tertiary,,,1,-1,,,,,0,15,,,1,-1,,,,"""lanes""=>""2"",""oneway""=>""no"",""surface""=>""asphalt"""
Kimweri Avenue Road,,,,,,-1,-1,-1,,,363125776,residential,,,1,-1,,,,,0,10,,,1,-1,,,,"""oneway""=>""no"",""smoothness""=>""good"",""surface""=>""asphalt"""
,,,,,,-1,-1,-1,,,363127294,footway,,,1,-1,,,,,0,1.5,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363127303,,ditch,no,0,0.5,dirt,,,,0,1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363127669,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,363127670,footway,,,1,-1,,,,,0,1.3,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,363127671,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
