Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,osm_id,highway,waterway,covered,depth_isempty,depth,blockage,aerialway,barrier,man_made,width_isempty,width,height,maxheight,layer_isempty,layer,sidewalk,tunnel,bridge,other_tags
,,,,,,-1,-1,-1,,,25929021,primary,,,1,-1,,,,,1,-1,,,0,1,,,yes,"""ref""=>""T1"",""oneway""=>""yes"""
Tunisia Road,,,,,,-1,-1,-1,,,25929083,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Barack Obama Drive,,,,,,-1,-1,-1,,,25929136,tertiary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
Barack Obama Drive,,,,,,-1,-1,-1,,,25929137,tertiary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
Ghana street,,,,,,-1,-1,-1,,,25929216,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""asphalt"""
Shabaan Robert Street,,,,,,-1,-1,-1,,,25929218,residential,,,1,-1,,,,,0,4,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
,,,,,,-1,-1,-1,,,25929219,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,25929261,service,,,1,-1,,,,,1,-1,,,1,-1,,,,"""access""=>""private"""
Kivukoni Front,,,,,,-1,-1,-1,,,25929298,tertiary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""old_name""=>""Wilhelmsufer"",""oneway""=>""yes"""
,,,,,,-1,-1,-1,,,25929328,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,25929357,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""junction""=>""roundabout"""
Makunganya Street,,,,,,-1,-1,-1,,,25929358,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Makunganya Street,,,,,,-1,-1,-1,,,25929359,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
India Street,,,,,,-1,-1,-1,,,25929360,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Azikiwe Road,,,,,,-1,-1,-1,,,25929419,tertiary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""old_name""=>""Azikiwe Street"",""oneway""=>""yes"""
Jamhuri Street,,,,,,-1,-1,-1,,,25929420,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Upanga Street,,,,,,-1,-1,-1,,,25929421,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
Oryx Road,,,,,,-1,-1,-1,,,25929487,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Magore St.,,,,,,-1,-1,-1,,,25929488,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,25930853,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,25930854,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""asphalt"""
,,,,,,-1,-1,-1,,,25930958,service,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,25930959,service,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,25930961,service,,,1,-1,,,,,1,-1,,,1,-1,,,,
Kalenga Street,,,,,,-1,-1,-1,,,25930995,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,25930996,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,25930997,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Mt Chunyo,,,,,,-1,-1,-1,,,25931087,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Laibon Road,,,,,,-1,-1,-1,,,25931089,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""no"",""surface""=>""asphalt"""
Kimweri Road,,,,,,-1,-1,-1,,,25931090,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""no"",""surface""=>""asphalt"""
,,,,,,-1,-1,-1,,,25931219,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,
Ethiopia Drive,,,,,,-1,-1,-1,,,25931221,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Ethiopia Drive Road,,,,,,-1,-1,-1,,,25931222,residential,,,1,-1,,,,,0,10,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
Toure Drive,,,,,,-1,-1,-1,,,25931722,tertiary,,,1,-1,,,,,0,20,,,1,-1,,,,"""lanes""=>""2"",""oneway""=>""no"",""smoothness""=>""good"",""surface""=>""asphalt"""
Kawawa Road,,,,,,-1,-1,-1,,,25934118,primary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
Kawawa Road,,,,,,-1,-1,-1,,,25934119,primary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"",""surface""=>""paved"""
Kawawa Road,,,,,,-1,-1,-1,,,25934120,primary,,,1,-1,,,,,1,-1,,,0,1,,,yes,"""oneway""=>""yes"""
,,,,,,-1,-1,-1,,,25934268,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
Madanga Road,,,,,,-1,-1,-1,,,25934915,residential,,,1,-1,,,,,0,5,,,1,-1,,,,"""surface""=>""unpaved"""
Katumba Road,,,,,,-1,-1,-1,,,25934916,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,25934917,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,25934919,secondary_link,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
,,,,,,-1,-1,-1,,,25934920,secondary_link,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
,,,,,,-1,-1,-1,,,25934921,secondary_link,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
Old Kigogo Road,,,,,,-1,-1,-1,,,25934922,secondary,,,1,-1,,,,,0,10,,,1,-1,,,,"""oneway""=>""yes"",""surface""=>""asphalt"",""smoothness""=>""good"""
Kawawa Road,,,,,,-1,-1,-1,,,25934923,primary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"",""surface""=>""paved"""
,,,,,,-1,-1,-1,,,25934924,primary,,,1,-1,,,,,1,-1,,,0,1,,,yes,"""oneway""=>""yes"""
,,,,,,-1,-1,-1,,,25934925,primary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
Mikumi Road,,,,,,-1,-1,-1,,,25934926,unclassified,,,1,-1,,,,,0,4.5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""asphalt"""
Kawawa Road,,,,,,-1,-1,-1,,,25934927,primary,,,1,-1,,,,,0,10,,,1,-1,,,,"""oneway""=>""yes"",""smoothness""=>""good"",""surface""=>""asphalt"""
,,,,,,-1,-1,-1,,,25934928,primary,,,1,-1,,,,,1,-1,,,0,1,,,yes,"""oneway""=>""yes"""
Kawawa Road,,,,,,-1,-1,-1,,,25934929,primary,,,1,-1,,,,,0,10,,,1,-1,,,,"""oneway""=>""yes"",""smoothness""=>""good"",""surface""=>""asphalt"""
,,,,,,-1,-1,-1,,,25934930,secondary,,,1,-1,,,,,1,-1,,,0,1,,,yes,
,,,,,,-1,-1,-1,,,25934931,secondary,,,1,-1,,,,,1,-1,,,1,-1,,,,
Old Kigogo Road,,,,,,-1,-1,-1,,,25934932,secondary,,,1,-1,,,,,0,10,,,1,-1,,,,"""oneway""=>""yes"",""surface""=>""asphalt"",""smoothness""=>""good"""
Old Kigogo Road,,,,,,-1,-1,-1,,,25934933,secondary,,,1,-1,,,,,0,10,,,1,-1,,,,"""surface""=>""asphalt"",""smoothness""=>""good"""
Kawawa Road,,,,,,-1,-1,-1,,,25934936,primary,,,1,-1,,,,,0,10,,,1,-1,,,,"""oneway""=>""yes"",""smoothness""=>""good"",""surface""=>""asphalt"""
Shaurimoyo Road,,,,,,-1,-1,-1,,,25934937,unclassified,,,1,-1,,,,,0,6,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
Morogoro Road,,,,,,-1,-1,-1,,,25934938,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""access""=>""no"",""bicycle""=>""yes"",""foot""=>""yes"",""motor_vehicle""=>""no"",""oneway""=>""no"",""surface""=>""concrete:lanes"""
Morogoro Road,,,,,,-1,-1,-1,,,25934939,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""access""=>""no"",""bicycle""=>""yes"",""foot""=>""yes"",""oneway""=>""no"",""surface""=>""concrete:lanes"""
Morogoro Road,,,,,,-1,-1,-1,,,25934940,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""foot""=>""yes"",""access""=>""no"",""oneway""=>""no"",""bicycle""=>""yes"",""surface""=>""concrete:lanes"",""motor_vehicle""=>""no"""
,,,,,,-1,-1,-1,,,25934941,secondary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
Mkwepu Street,,,,,,-1,-1,-1,,,27514567,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""junction""=>""roundabout"""
Mkwepu Street,,,,,,-1,-1,-1,,,27514568,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Kivukoni Front,,,,,,-1,-1,-1,,,27514569,tertiary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""old_name""=>""Wilhelmsufer"""
,,,,,,-1,-1,-1,,,27514573,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514574,service,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514575,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""no"""
,,,,,,-1,-1,-1,,,27514577,service,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514578,service,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514579,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514580,service,,,1,-1,,,,,1,-1,,,1,-1,,,,
Shaaban Robert St.,,,,,,-1,-1,-1,,,27514581,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Jamhuri Street,,,,,,-1,-1,-1,,,27514582,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Upanga Street,,,,,,-1,-1,-1,,,27514583,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
,,,,,,-1,-1,-1,,,27514585,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""addr:street""=>""Msihihiri Street"""
Mkunguni Street,,,,,,-1,-1,-1,,,27514586,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514587,service,,,1,-1,,,,,0,3,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
,,,,,,-1,-1,-1,,,27514591,service,,,1,-1,,,,,0,3,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
,,,,,,-1,-1,-1,,,27514594,service,,,1,-1,,,,,0,3,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
Mataka Street,,,,,,-1,-1,-1,,,27514595,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,27514597,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,27514599,tertiary,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""yes"""
Kariakoo Street,,,,,,-1,-1,-1,,,27514600,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Matumbi Road,,,,,,-1,-1,-1,,,27514601,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""oneway""=>""yes"",""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Nyati Road,,,,,,-1,-1,-1,,,27514602,residential,,,1,-1,,,,,0,5,,,1,-1,,,,"""oneway""=>""yes"",""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,27514603,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514604,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Twiga Street,,,,,,-1,-1,-1,,,27514606,tertiary,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514607,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514608,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514609,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Swahili Street,,,,,,-1,-1,-1,,,27514611,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Amani Street,,,,,,-1,-1,-1,,,27514613,unclassified,,,1,-1,,,,,1,-1,,,1,-1,both,,,"""access""=>""designated"",""bicycle""=>""designated"",""cycleway""=>""opposite"",""foot""=>""yes"",""motor_vehicle""=>""designated"",""oneway""=>""no"",""surface""=>""sand"""
Ungoni Street,,,,,,-1,-1,-1,,,27514614,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,"""oneway""=>""no"""
Pemba Street,,,,,,-1,-1,-1,,,27514615,residential,,,1,-1,,,,,0,5,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
Kongo Street,,,,,,-1,-1,-1,,,27514616,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Narung'ombe Street,,,,,,-1,-1,-1,,,27514617,residential,,,1,-1,,,,,0,7,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""bad"""
Swahili Street,,,,,,-1,-1,-1,,,27514618,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Sikukuu Street,,,,,,-1,-1,-1,,,27514621,unclassified,,,1,-1,,,,,0,5,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
Kiungani Street,,,,,,-1,-1,-1,,,27514624,unclassified,,,1,-1,,,,,0,5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Mbaruku Street,,,,,,-1,-1,-1,,,27514625,unclassified,,,1,-1,,,,,0,5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,27514626,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Muhonda Street,,,,,,-1,-1,-1,,,27514627,residential,,,1,-1,,,,,0,7,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
Likoma Street,,,,,,-1,-1,-1,,,27514629,residential,,,1,-1,,,,,0,7,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,27514631,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Jangwani,,,,,,-1,-1,-1,,,27514632,unclassified,,,1,-1,,,,,0,10,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""concrete"""
,,,,,,-1,-1,-1,,,27514633,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514634,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514635,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514636,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Nyamwezi Street,,,,,,-1,-1,-1,,,27514638,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Swahili Street,,,,,,-1,-1,-1,,,27514639,tertiary,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,27514640,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Mafia Street,,,,,,-1,-1,-1,,,27514641,residential,,,1,-1,,,,,0,5,,,1,-1,,,,"""oneway""=>""no"",""smoothness""=>""good"",""surface""=>""asphalt"""
,,,,,,-1,-1,-1,,,29732543,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,29732545,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,29732549,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
Kapera Road,,,,,,-1,-1,-1,,,29732559,residential,,,1,-1,,,,,0,5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,29732570,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,29732574,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,29732577,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,29732579,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,29732588,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Kagera Road,,,,,,-1,-1,-1,,,29732595,residential,,,1,-1,,,,,0,10,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
Usimulizi Road,,,,,,-1,-1,-1,,,29732601,residential,,,1,-1,,,,,0,5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,29732604,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,29732609,footway,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,29732612,residential,,,1,-1,,,,,0,5,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Matombo Road,,,,,,-1,-1,-1,,,29732614,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
Malala Road,,,,,,-1,-1,-1,,,29732616,residential,,,1,-1,,,,,0,5,,,1,-1,,,,"""surface""=>""unpaved"",""smoothness""=>""intermediate"""
,,,,,,-1,-1,-1,,,30647150,tertiary,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,30647156,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,30647162,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,30647200,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,30647220,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,30647222,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,30647224,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,30650788,footway,,,1,-1,,,,,0,2,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,30650797,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,30933039,residential,,,1,-1,,,,,0,4,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,32654224,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32654246,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32654250,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32654251,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Berege Road,,,,,,-1,-1,-1,,,32669783,residential,,,1,-1,,,,,0,8,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
Masoko Street,,,,,,-1,-1,-1,,,32669788,residential,,,1,-1,,,,,0,8,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
Pareto Street,,,,,,-1,-1,-1,,,32669809,residential,,,1,-1,,,,,0,8,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Mpunga Street,,,,,,-1,-1,-1,,,32669812,residential,,,1,-1,,,,,0,10,,,1,-1,,,,"""surface""=>""concrete"",""smoothness""=>""intermediate"""
Bukene Street,,,,,,-1,-1,-1,,,32669828,residential,,,1,-1,,,,,0,10,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
Bulunde Street,,,,,,-1,-1,-1,,,32669830,residential,,,1,-1,,,,,0,8,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
Kananga Road,,,,,,-1,-1,-1,,,32669873,residential,,,1,-1,,,,,0,7,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,32669880,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32669887,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Bwawani,,,,,,-1,-1,-1,,,32669889,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""surface""=>""unpaved"""
Kopa Street,,,,,,-1,-1,-1,,,32669947,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""sand"""
,,,,,,-1,-1,-1,,,32669956,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,32669988,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32670063,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677308,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677452,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677455,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677482,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677496,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677518,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677529,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677568,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677601,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677607,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677615,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677651,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Karafuu Road,,,,,,-1,-1,-1,,,32677758,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""concrete"""
Kasaba road,,,,,,-1,-1,-1,,,32677773,residential,,,1,-1,,,,,0,5,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
Malongwe,,,,,,-1,-1,-1,,,32677797,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
Lupilo Road,,,,,,-1,-1,-1,,,32677820,residential,,,1,-1,,,,,0,10,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,32677824,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677835,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677841,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677843,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677851,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32677857,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Isere Street,,,,,,-1,-1,-1,,,32678068,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
Mtetemia Street,,,,,,-1,-1,-1,,,32678092,residential,,,1,-1,,,,,0,8,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
Itaga Street,,,,,,-1,-1,-1,,,32678099,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""smoothness""=>""very_bad"",""surface""=>""unpaved"""
Mahakamani Street,,,,,,-1,-1,-1,,,32678141,residential,,,1,-1,,,,,0,6,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,32678145,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Ilunde road,,,,,,-1,-1,-1,,,32678147,residential,,,1,-1,,,,,0,4,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
Kate road,,,,,,-1,-1,-1,,,32678153,residential,,,1,-1,,,,,0,10,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""asphalt"""
Kasana Street,,,,,,-1,-1,-1,,,32678166,residential,,,1,-1,,,,,0,8,,,1,-1,,,,"""smoothness""=>""intermediate"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,32678170,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32678182,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32678187,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32678188,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
Majembe Road,,,,,,-1,-1,-1,,,32678189,residential,,,1,-1,,,,,0,10,,,1,-1,,,,"""smoothness""=>""good"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,32678197,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32681753,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32681938,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32681944,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32681964,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32682001,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32682040,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32682141,unclassified,,,1,-1,,,,,1,-1,,,1,-1,,,,
Busoka Street,,,,,,-1,-1,-1,,,32682541,residential,,,1,-1,,,,,0,8,,,1,-1,,,,"""smoothness""=>""bad"",""surface""=>""unpaved"""
,,,,,,-1,-1,-1,,,32682569,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32682586,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32682592,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
,,,,,,-1,-1,-1,,,32682599,residential,,,1,-1,,,,,1,-1,,,1,-1,,,,
